name= 20150911_001.sig,,,,,name= 20150911_002.sig,,,,,name= 20150911_003.sig,,,,,
instrument= HI: 9122002 (HR-1024i),,,,,instrument= HI: 9122002 (HR-1024i),,,,,instrument= HI: 9122002 (HR-1024i),,,,,
integration= 10.0  4.0  4.0  150.0  40.0  4.0,,,,,integration= 10.0  4.0  4.0  150.0  40.0  4.0,,,,,integration= 10.0  4.0  4.0  100.0  40.0  4.0,,,,,
scan method= Time-based  Time-based,,,,,scan method= Time-based  Time-based,,,,,scan method= Time-based  Time-based,,,,,
scan coadds= 500  740  740  33  116  740,,,,,scan coadds= 500  740  740  33  116  740,,,,,scan coadds= 500  740  740  50  116  740,,,,,
scan time= 5  5,,,,,scan time= 5  5,,,,,scan time= 5  5,,,,,
scan settings= AI  AI,,,,,scan settings= AI  AI,,,,,scan settings= AI  AI,,,,,
external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data mask= 0,,,,,external data mask= 0,,,,,external data mask= 0,,,,,
optic= FIBER1(2)  FIBER1(2),,,,,optic= FIBER1(2)  FIBER1(2),,,,,optic= FIBER1(2)  FIBER1(2),,,,,
temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,
battery= 7.46  7.46,,,,,battery= 7.46  7.44,,,,,battery= 7.46  7.46,,,,,
error= 6  3,,,,,error= 6  3,,,,,error= 6  2,,,,,
units= Radiance  Radiance,,,,,units= Radiance  Radiance,,,,,units= Radiance  Radiance,,,,,
time= 9/11/2015 10:31:56 AM  9/11/2015 10:33:11 AM,,,,,time= 9/11/2015 10:31:56 AM  9/11/2015 10:33:53 AM,,,,,time= 9/11/2015 10:31:56 AM  9/11/2015 10:34:13 AM,,,,,
longitude=                                   ,,,,,longitude=                                   ,,,,,longitude=                                   ,,,,,
latitude=                                   ,,,,,latitude=                                   ,,,,,latitude=                                   ,,,,,
gpstime=                                   ,,,,,gpstime=                                   ,,,,,gpstime=                                   ,,,,,
comm= ,,,,,comm= ,,,,,comm= ,,,,,
memory slot= 48  50,,,,,memory slot= 48  51,,,,,memory slot= 48  52,,,,,
factors= 1.015  1.042  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,factors= 1.015  1.035  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,factors= 1.015  1.038  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,
,,,,,,,,,,,,,,,AVERAGE OF INPUT FILES: 20150911_001.sig:20150911_002.sig:20150911_003.sig
Wavlen,Refer,Target,Reflect,,Wavlen,Refer,Target,Reflect,,Wavlen,Refer,Target,Reflect,,Wavlen,Avg Refer,Avg Target,Avg Reflect,,
444.9,108469.20,17094.00,15.76,,444.9,108469.20,15878.43,14.64,,444.9,108469.20,15861.16,14.62,,444.9,108469.20,16277.86,15.01,,
446.4,109754.60,17276.37,15.74,,446.4,109754.60,16049.05,14.62,,446.4,109754.60,16005.46,14.58,,446.4,109754.60,16443.63,14.98,,
447.8,110135.20,17321.73,15.73,,447.8,110135.20,16061.38,14.58,,447.8,110135.20,16035.53,14.56,,447.8,110135.20,16472.88,14.96,,
449.3,110120.10,17319.62,15.73,,449.3,110120.10,16038.29,14.56,,449.3,110120.10,15998.06,14.53,,449.3,110120.10,16451.99,14.94,,
450.7,111892.90,17580.19,15.71,,450.7,111892.90,16270.46,14.54,,450.7,111892.90,16234.74,14.51,,450.7,111892.90,16695.13,14.92,,
452.1,114851.85,17985.09,15.66,,452.1,114851.85,16652.22,14.50,,452.1,114851.85,16626.26,14.48,,452.1,114851.85,17087.86,14.88,,
453.6,119029.80,18632.72,15.65,,453.6,119029.80,17240.36,14.48,,453.6,119029.80,17209.23,14.46,,453.6,119029.80,17694.10,14.87,,
455.0,123144.00,19247.20,15.63,,455.0,123144.00,17802.40,14.46,,455.0,123144.00,17774.40,14.43,,455.0,123144.00,18274.67,14.84,,
456.5,127551.25,19876.67,15.58,,456.5,127551.25,18391.50,14.42,,456.5,127551.25,18358.00,14.39,,456.5,127551.25,18875.39,14.80,,
457.9,130985.00,20362.42,15.55,,457.9,130985.00,18843.75,14.39,,457.9,130985.00,18801.88,14.35,,457.9,130985.00,19336.02,14.76,,
459.4,133193.30,20665.24,15.52,,459.4,133193.30,19126.05,14.36,,459.4,133193.30,19070.48,14.32,,459.4,133193.30,19620.59,14.73,,
460.8,134065.80,20752.20,15.48,,460.8,134065.80,19209.51,14.33,,460.8,134065.80,19171.08,14.30,,460.8,134065.80,19710.93,14.70,,
462.2,134769.00,20809.84,15.44,,462.2,134769.00,19265.78,14.30,,462.2,134769.00,19238.88,14.28,,462.2,134769.00,19771.50,14.67,,
463.7,136188.75,21021.75,15.44,,463.7,136188.75,19453.28,14.28,,463.7,136188.75,19390.12,14.24,,463.7,136188.75,19955.05,14.65,,
465.1,139332.55,21433.00,15.38,,465.1,139332.55,19837.53,14.24,,465.1,139332.55,19803.97,14.21,,465.1,139332.55,20358.17,14.61,,
466.6,143625.00,22050.59,15.35,,466.6,143625.00,20431.77,14.23,,466.6,143625.00,20360.28,14.18,,466.6,143625.00,20947.55,14.58,,
468.0,148848.15,22782.10,15.31,,468.0,148848.15,21095.10,14.17,,468.0,148848.15,21069.62,14.16,,468.0,148848.15,21648.94,14.54,,
469.4,155063.80,23695.03,15.28,,469.4,155063.80,21942.89,14.15,,469.4,155063.80,21860.44,14.10,,469.4,155063.80,22499.45,14.51,,
470.9,161335.00,24564.89,15.23,,470.9,161335.00,22744.30,14.10,,470.9,161335.00,22712.82,14.08,,470.9,161335.00,23340.67,14.47,,
472.3,165807.00,25188.78,15.19,,472.3,165807.00,23335.80,14.07,,472.3,165807.00,23253.03,14.02,,472.3,165807.00,23925.87,14.43,,
473.7,166554.50,25244.80,15.16,,473.7,166554.50,23371.83,14.03,,473.7,166554.50,23328.90,14.01,,473.7,166554.50,23981.84,14.40,,
475.2,164088.00,24819.90,15.13,,475.2,164088.00,23002.00,14.02,,475.2,164088.00,22896.00,13.95,,475.2,164088.00,23572.63,14.37,,
476.6,161459.10,24381.72,15.10,,476.6,161459.10,22572.22,13.98,,476.6,161459.10,22528.28,13.95,,476.6,161459.10,23160.74,14.34,,
478.0,161367.90,24311.86,15.07,,478.0,161367.90,22529.76,13.96,,478.0,161367.90,22446.93,13.91,,478.0,161367.90,23096.18,14.31,,
479.5,164457.80,24752.03,15.05,,479.5,164457.80,22898.57,13.92,,479.5,164457.80,22844.63,13.89,,479.5,164457.80,23498.41,14.29,,
480.9,170012.50,25534.50,15.02,,480.9,170012.50,23644.67,13.91,,480.9,170012.50,23555.25,13.86,,480.9,170012.50,24244.81,14.26,,
482.3,176868.00,26535.02,15.00,,482.3,176868.00,24512.02,13.86,,482.3,176868.00,24471.08,13.84,,482.3,176868.00,25172.71,14.23,,
483.8,183769.15,27477.10,14.95,,483.8,183769.15,25436.03,13.84,,483.8,183769.15,25348.97,13.79,,483.8,183769.15,26087.37,14.20,,
485.2,188794.60,28197.61,14.94,,485.2,188794.60,26062.60,13.80,,485.2,188794.60,25992.09,13.77,,485.2,188794.60,26750.77,14.17,,
486.6,191683.20,28543.07,14.89,,486.6,191683.20,26414.88,13.78,,486.6,191683.20,26327.22,13.73,,486.6,191683.20,27095.06,14.14,,
488.1,192209.85,28598.43,14.88,,488.1,192209.85,26395.95,13.73,,488.1,192209.85,26321.09,13.69,,488.1,192209.85,27105.16,14.10,,
489.5,191606.95,28431.54,14.84,,489.5,191606.95,26282.81,13.72,,489.5,191606.95,26183.20,13.67,,489.5,191606.95,26965.85,14.07,,
490.9,191748.00,28457.12,14.84,,490.9,191748.00,26229.92,13.68,,490.9,191748.00,26162.64,13.64,,490.9,191748.00,26949.89,14.05,,
492.3,194159.35,28745.67,14.81,,492.3,194159.35,26537.61,13.67,,492.3,194159.35,26428.57,13.61,,492.3,194159.35,27237.28,14.03,,
493.8,198052.00,29319.20,14.80,,493.8,198052.00,26992.07,13.63,,493.8,198052.00,26913.90,13.59,,493.8,198052.00,27741.72,14.01,,
495.2,203477.40,30040.92,14.76,,495.2,203477.40,27685.98,13.61,,495.2,203477.40,27584.55,13.56,,495.2,203477.40,28437.15,13.98,,
496.6,208870.40,30836.37,14.76,,496.6,208870.40,28339.20,13.57,,496.6,208870.40,28280.16,13.54,,496.6,208870.40,29151.91,13.96,,
498.0,214674.75,31611.97,14.73,,498.0,214674.75,29080.75,13.55,,498.0,214674.75,28963.12,13.49,,498.0,214674.75,29885.28,13.92,,
499.5,219620.65,32340.46,14.73,,499.5,219620.65,29673.65,13.51,,499.5,219620.65,29591.13,13.47,,499.5,219620.65,30535.08,13.90,,
500.9,224705.00,33024.33,14.70,,500.9,224705.00,30324.67,13.50,,500.9,224705.00,30199.00,13.44,,500.9,224705.00,31182.67,13.88,,
502.3,228520.40,33596.55,14.70,,502.3,228520.40,30762.69,13.46,,502.3,228520.40,30687.21,13.43,,502.3,228520.40,31682.15,13.86,,
503.7,231814.00,34005.38,14.67,,503.7,231814.00,31152.68,13.44,,503.7,231814.00,31019.90,13.38,,503.7,231814.00,32059.32,13.83,,
505.2,233496.00,34246.08,14.67,,505.2,233496.00,31289.31,13.40,,505.2,233496.00,31217.40,13.37,,505.2,233496.00,32250.93,13.81,,
506.6,234934.80,34413.04,14.65,,506.6,234934.80,31445.18,13.38,,506.6,234934.80,31330.88,13.34,,506.6,234934.80,32396.37,13.79,,
508.0,236568.75,34635.70,14.64,,508.0,236568.75,31583.20,13.35,,508.0,236568.75,31495.70,13.31,,508.0,236568.75,32571.53,13.77,,
509.4,239678.40,35034.83,14.62,,509.4,239678.40,31953.13,13.33,,509.4,239678.40,31831.54,13.28,,509.4,239678.40,32939.83,13.74,,
510.8,243626.55,35610.11,14.62,,510.8,243626.55,32409.38,13.30,,510.8,243626.55,32319.60,13.27,,510.8,243626.55,33446.36,13.73,,
512.2,248153.45,36206.97,14.59,,512.2,248153.45,32934.19,13.27,,512.2,248153.45,32815.67,13.22,,512.2,248153.45,33985.61,13.70,,
513.7,252674.40,36850.23,14.58,,513.7,252674.40,33475.98,13.25,,513.7,252674.40,33357.75,13.20,,513.7,252674.40,34561.32,13.68,,
515.1,257200.30,37452.85,14.56,,515.1,257200.30,34009.50,13.22,,515.1,257200.30,33882.31,13.17,,515.1,257200.30,35114.89,13.65,,
516.5,261523.35,38067.81,14.56,,516.5,261523.35,34495.89,13.19,,516.5,261523.35,34368.84,13.14,,516.5,261523.35,35644.18,13.63,,
517.9,265534.40,38599.15,14.54,,517.9,265534.40,34968.64,13.17,,517.9,265534.40,34829.28,13.12,,517.9,265534.40,36132.36,13.61,,
519.3,269808.00,39219.84,14.54,,519.3,269808.00,35464.00,13.14,,519.3,269808.00,35328.48,13.09,,519.3,269808.00,36670.77,13.59,,
520.8,274361.15,39818.26,14.51,,520.8,274361.15,35993.93,13.12,,520.8,274361.15,35863.56,13.07,,520.8,274361.15,37225.25,13.57,,
522.2,279305.60,40521.41,14.51,,522.2,279305.60,36584.61,13.10,,522.2,279305.60,36451.66,13.05,,522.2,279305.60,37852.56,13.55,,
523.6,284209.80,41180.58,14.49,,523.6,284209.80,37160.62,13.08,,523.6,284209.80,37033.71,13.03,,523.6,284209.80,38458.30,13.53,,
525.0,289221.00,41881.20,14.48,,525.0,289221.00,37746.80,13.05,,525.0,289221.00,37597.20,13.00,,525.0,289221.00,39075.07,13.51,,
526.4,292929.00,42362.72,14.46,,526.4,292929.00,38147.08,13.02,,526.4,292929.00,38021.90,12.98,,526.4,292929.00,39510.57,13.49,,
527.8,295086.90,42647.30,14.45,,527.8,295086.90,38362.31,13.00,,527.8,295086.90,38210.36,12.95,,527.8,295086.90,39739.99,13.47,,
529.2,295319.25,42632.10,14.44,,529.2,295319.25,38317.30,12.97,,529.2,295319.25,38200.05,12.94,,529.2,295319.25,39716.48,13.45,,
530.6,295814.40,42682.36,14.43,,530.6,295814.40,38322.01,12.95,,530.6,295814.40,38169.60,12.90,,530.6,295814.40,39724.66,13.43,,
532.0,297202.30,42834.84,14.41,,532.0,297202.30,38428.93,12.93,,532.0,297202.30,38312.73,12.89,,532.0,297202.30,39858.83,13.41,,
533.5,300332.90,43261.83,14.40,,533.5,300332.90,38774.94,12.91,,533.5,300332.90,38614.23,12.86,,533.5,300332.90,40217.00,13.39,,
534.9,304763.70,43826.66,14.38,,534.9,304763.70,39257.09,12.88,,534.9,304763.70,39127.79,12.84,,534.9,304763.70,40737.18,13.37,,
536.3,308971.95,44403.65,14.37,,536.3,308971.95,39743.17,12.86,,536.3,308971.95,39561.12,12.80,,536.3,308971.95,41235.98,13.35,,
537.7,313546.80,45007.56,14.35,,537.7,313546.80,40238.18,12.83,,537.7,313546.80,40102.89,12.79,,537.7,313546.80,41782.88,13.33,,
539.1,319063.80,45741.41,14.34,,539.1,319063.80,40876.66,12.81,,539.1,319063.80,40682.07,12.75,,539.1,319063.80,42433.38,13.30,,
540.5,324424.80,46434.32,14.31,,540.5,324424.80,41454.28,12.78,,540.5,324424.80,41311.41,12.73,,540.5,324424.80,43066.67,13.27,,
541.9,329313.00,47070.40,14.29,,541.9,329313.00,42005.00,12.76,,541.9,329313.00,41803.50,12.69,,541.9,329313.00,43626.30,13.25,,
543.3,334706.40,47778.56,14.27,,543.3,334706.40,42594.00,12.73,,543.3,334706.40,42433.70,12.68,,543.3,334706.40,44268.75,13.23,,
544.7,340610.70,48561.60,14.26,,544.7,340610.70,43264.52,12.70,,544.7,340610.70,43048.59,12.64,,544.7,340610.70,44958.24,13.20,,
546.1,346955.20,49400.59,14.24,,546.1,346955.20,43973.57,12.67,,546.1,346955.20,43789.76,12.62,,546.1,346955.20,45721.31,13.18,,
547.5,353825.60,50295.55,14.21,,547.5,353825.60,44748.00,12.65,,547.5,353825.60,44512.96,12.58,,547.5,353825.60,46518.84,13.15,,
548.9,359303.70,51007.46,14.20,,548.9,359303.70,45342.64,12.62,,548.9,359303.70,45136.46,12.56,,548.9,359303.70,47162.19,13.13,,
550.3,362943.60,51427.58,14.17,,550.3,362943.60,45695.62,12.59,,550.3,362943.60,45458.55,12.52,,550.3,362943.60,47527.25,13.09,,
551.7,363790.20,51450.31,14.14,,551.7,363790.20,45684.51,12.56,,551.7,363790.20,45481.72,12.50,,551.7,363790.20,47538.85,13.07,,
553.1,363117.45,51254.57,14.12,,553.1,363117.45,45480.00,12.52,,553.1,363117.45,45245.70,12.46,,553.1,363117.45,47326.76,13.03,,
554.5,362520.00,51099.00,14.10,,554.5,362520.00,45297.00,12.50,,554.5,362520.00,45081.00,12.44,,554.5,362520.00,47159.00,13.01,,
555.9,362821.00,51052.13,14.07,,555.9,362821.00,45227.37,12.47,,555.9,362821.00,44992.48,12.40,,555.9,362821.00,47090.66,12.98,,
557.3,364282.20,51184.47,14.05,,557.3,364282.20,45310.65,12.44,,557.3,364282.20,45089.69,12.38,,557.3,364282.20,47194.94,12.96,,
558.7,368446.75,51677.98,14.03,,558.7,368446.75,45718.13,12.41,,558.7,368446.75,45468.73,12.34,,558.7,368446.75,47621.61,12.92,,
560.1,373729.60,52352.96,14.01,,560.1,373729.60,46272.51,12.38,,560.1,373729.60,46031.40,12.32,,560.1,373729.60,48218.96,12.90,,
561.5,379716.20,53113.75,13.99,,561.5,379716.20,46915.63,12.36,,561.5,379716.20,46651.82,12.29,,561.5,379716.20,48893.73,12.88,,
562.9,385346.20,53826.80,13.97,,562.9,385346.20,47516.50,12.33,,562.9,385346.20,47247.38,12.26,,562.9,385346.20,49530.23,12.85,,
564.3,391437.00,54579.00,13.94,,564.3,391437.00,48159.24,12.30,,564.3,391437.00,47866.68,12.23,,564.3,391437.00,50201.64,12.82,,
565.7,396864.25,55259.72,13.92,,565.7,396864.25,48728.85,12.28,,565.7,396864.25,48415.08,12.20,,565.7,396864.25,50801.22,12.80,,
567.1,402203.00,55894.05,13.90,,567.1,402203.00,49266.86,12.25,,567.1,402203.00,48950.07,12.17,,567.1,402203.00,51370.33,12.77,,
568.5,406771.00,56445.50,13.88,,568.5,406771.00,49719.97,12.22,,568.5,406771.00,49382.90,12.14,,568.5,406771.00,51849.46,12.75,,
569.9,411241.20,56960.99,13.85,,569.9,411241.20,50150.29,12.19,,569.9,411241.20,49815.32,12.11,,569.9,411241.20,52308.87,12.72,,
571.3,416456.40,57590.32,13.83,,571.3,416456.40,50688.85,12.17,,571.3,416456.40,50324.68,12.08,,571.3,416456.40,52867.95,12.69,,
572.7,422708.80,58329.37,13.80,,572.7,422708.80,51322.08,12.14,,572.7,422708.80,50961.24,12.06,,572.7,422708.80,53537.56,12.67,,
574.0,429711.05,59184.78,13.77,,574.0,429711.05,52046.27,12.11,,574.0,429711.05,51669.04,12.02,,574.0,429711.05,54300.03,12.64,,
575.4,438497.80,60264.32,13.74,,575.4,438497.80,52985.95,12.08,,575.4,438497.80,52628.14,12.00,,575.4,438497.80,55292.80,12.61,,
576.8,448968.00,61575.80,13.71,,576.8,448968.00,54134.60,12.06,,576.8,448968.00,53742.00,11.97,,576.8,448968.00,56484.13,12.58,,
578.2,458973.00,62827.77,13.69,,578.2,458973.00,55223.61,12.03,,578.2,458973.00,54848.48,11.95,,578.2,458973.00,57633.29,12.56,,
579.6,464325.00,63413.33,13.66,,579.6,464325.00,55732.67,12.00,,579.6,464325.00,55333.60,11.92,,579.6,464325.00,58159.87,12.53,,
581.0,464204.40,63278.36,13.63,,581.0,464204.40,55600.00,11.98,,581.0,464204.40,55227.48,11.90,,581.0,464204.40,58035.28,12.50,,
582.4,459606.50,62542.37,13.61,,582.4,459606.50,54939.73,11.95,,582.4,459606.50,54555.67,11.87,,582.4,459606.50,57345.92,12.48,,
583.8,454048.50,61698.95,13.59,,583.8,454048.50,54193.93,11.94,,583.8,454048.50,53837.48,11.86,,583.8,454048.50,56576.79,12.46,,
585.2,450165.45,61051.23,13.56,,585.2,450165.45,53634.47,11.91,,585.2,450165.45,53242.94,11.83,,585.2,450165.45,55976.21,12.43,,
586.5,449480.50,60854.80,13.54,,586.5,449480.50,53456.70,11.89,,586.5,449480.50,53093.48,11.81,,586.5,449480.50,55801.66,12.41,,
587.9,451980.90,61070.19,13.51,,587.9,451980.90,53654.90,11.87,,587.9,451980.90,53267.10,11.79,,587.9,451980.90,55997.40,12.39,,
589.3,457234.95,61672.07,13.49,,589.3,457234.95,54177.91,11.85,,589.3,457234.95,53806.25,11.77,,589.3,457234.95,56552.08,12.37,,
590.7,463597.20,62398.08,13.46,,590.7,463597.20,54830.16,11.83,,590.7,463597.20,54416.16,11.74,,590.7,463597.20,57214.80,12.34,,
592.1,470747.65,63236.12,13.43,,592.1,470747.65,55567.87,11.80,,592.1,470747.65,55174.10,11.72,,592.1,470747.65,57992.70,12.32,,
593.5,477984.00,64072.32,13.40,,593.5,477984.00,56304.21,11.78,,593.5,477984.00,55881.28,11.69,,593.5,477984.00,58752.60,12.29,,
594.8,484915.95,64881.45,13.38,,594.8,484915.95,57002.49,11.76,,594.8,484915.95,56602.13,11.67,,594.8,484915.95,59495.36,12.27,,
596.2,491131.80,65574.16,13.35,,596.2,491131.80,57607.81,11.73,,596.2,491131.80,57180.69,11.64,,596.2,491131.80,60120.89,12.24,,
597.6,496495.20,66159.74,13.33,,597.6,496495.20,58122.54,11.71,,597.6,496495.20,57702.29,11.62,,597.6,496495.20,60661.52,12.22,,
599.0,502702.20,66841.06,13.30,,599.0,502702.20,58704.36,11.68,,599.0,502702.20,58283.94,11.59,,599.0,502702.20,61276.45,12.19,,
600.4,508604.60,67498.57,13.27,,600.4,508604.60,59284.40,11.66,,600.4,508604.60,58859.08,11.57,,600.4,508604.60,61880.68,12.17,,
601.8,515473.10,68265.75,13.24,,601.8,515473.10,59940.30,11.63,,601.8,515473.10,59515.96,11.55,,601.8,515473.10,62574.00,12.14,,
603.1,521514.90,68921.44,13.22,,603.1,521514.90,60517.84,11.60,,603.1,521514.90,60094.68,11.52,,603.1,521514.90,63177.99,12.11,,
604.5,526114.20,69390.54,13.19,,604.5,526114.20,60904.34,11.58,,604.5,526114.20,60489.09,11.50,,604.5,526114.20,63594.66,12.09,,
605.9,528394.60,69557.99,13.16,,605.9,528394.60,61057.51,11.56,,605.9,528394.60,60625.46,11.47,,605.9,528394.60,63746.99,12.06,,
607.3,529202.05,69529.59,13.14,,607.3,529202.05,61028.76,11.53,,607.3,529202.05,60599.57,11.45,,607.3,529202.05,63719.31,12.04,,
608.6,529563.20,69432.96,13.11,,608.6,529563.20,60947.95,11.51,,608.6,529563.20,60510.24,11.43,,608.6,529563.20,63630.38,12.02,,
610.0,529925.20,69347.09,13.09,,610.0,529925.20,60865.68,11.49,,610.0,529925.20,60449.83,11.41,,610.0,529925.20,63554.20,11.99,,
611.4,529344.20,69120.70,13.06,,611.4,529344.20,60679.18,11.46,,611.4,529344.20,60236.36,11.38,,611.4,529344.20,63345.41,11.97,,
612.8,529764.60,69039.47,13.03,,612.8,529764.60,60622.13,11.44,,612.8,529764.60,60194.63,11.36,,612.8,529764.60,63285.41,11.95,,
614.1,530196.00,68954.00,13.01,,614.1,530196.00,60560.53,11.42,,614.1,530196.00,60103.60,11.34,,614.1,530196.00,63206.04,11.92,,
615.5,533464.75,69242.67,12.98,,615.5,533464.75,60824.61,11.40,,615.5,533464.75,60389.04,11.32,,615.5,533464.75,63485.44,11.90,,
616.9,537745.50,69668.10,12.96,,616.9,537745.50,61210.45,11.38,,616.9,537745.50,60746.85,11.30,,616.9,537745.50,63875.13,11.88,,
618.2,543189.75,70244.55,12.93,,618.2,543189.75,61735.05,11.37,,618.2,543189.75,61295.85,11.28,,618.2,543189.75,64425.15,11.86,,
619.6,550019.70,70995.06,12.91,,619.6,550019.70,62411.76,11.35,,619.6,550019.70,61942.05,11.26,,619.6,550019.70,65116.29,11.84,,
621.0,556099.80,71650.73,12.88,,621.0,556099.80,63005.61,11.33,,621.0,556099.80,62540.51,11.25,,621.0,556099.80,65732.28,11.82,,
622.4,561896.80,72258.87,12.86,,622.4,561896.80,63551.38,11.31,,622.4,561896.80,63079.12,11.23,,622.4,561896.80,66296.46,11.80,,
623.7,566935.60,72779.88,12.84,,623.7,566935.60,64040.83,11.30,,623.7,566935.60,63576.38,11.21,,623.7,566935.60,66799.03,11.78,,
625.1,571851.00,73279.56,12.81,,625.1,571851.00,64490.52,11.28,,625.1,571851.00,64016.33,11.19,,625.1,571851.00,67262.14,11.76,,
626.5,576359.20,73735.84,12.79,,626.5,576359.20,64925.17,11.26,,626.5,576359.20,64442.16,11.18,,626.5,576359.20,67701.06,11.75,,
627.8,580823.25,74181.17,12.77,,627.8,580823.25,65321.02,11.25,,627.8,580823.25,64843.94,11.16,,627.8,580823.25,68115.38,11.73,,
629.2,585181.80,74616.59,12.75,,629.2,585181.80,65736.25,11.23,,629.2,585181.80,65240.77,11.15,,629.2,585181.80,68531.20,11.71,,
630.6,589018.50,74974.48,12.73,,630.6,589018.50,66067.96,11.22,,630.6,589018.50,65576.91,11.13,,630.6,589018.50,68873.12,11.69,,
631.9,592265.10,75281.01,12.71,,631.9,592265.10,66365.09,11.21,,631.9,592265.10,65857.51,11.12,,631.9,592265.10,69167.87,11.68,,
633.3,596024.90,75620.55,12.69,,633.3,596024.90,66687.62,11.19,,633.3,596024.90,66181.89,11.10,,633.3,596024.90,69496.69,11.66,,
634.7,599802.75,76006.40,12.67,,634.7,599802.75,67044.45,11.18,,634.7,599802.75,66530.79,11.09,,634.7,599802.75,69860.55,11.65,,
636.0,604608.00,76470.45,12.65,,636.0,604608.00,67475.70,11.16,,636.0,604608.00,66983.25,11.08,,636.0,604608.00,70309.80,11.63,,
637.4,608719.00,76897.01,12.63,,637.4,608719.00,67871.65,11.15,,637.4,608719.00,67358.34,11.07,,637.4,608719.00,70709.00,11.62,,
638.7,611842.50,77155.70,12.61,,638.7,611842.50,68131.60,11.14,,638.7,611842.50,67616.85,11.05,,638.7,611842.50,70968.05,11.60,,
640.1,615603.90,77539.73,12.60,,640.1,615603.90,68494.21,11.13,,640.1,615603.90,67965.83,11.04,,640.1,615603.90,71333.26,11.59,,
641.5,620134.10,77967.45,12.57,,641.5,620134.10,68906.23,11.11,,641.5,620134.10,68386.98,11.03,,641.5,620134.10,71753.55,11.57,,
642.8,624123.50,78353.17,12.55,,642.8,624123.50,69263.83,11.10,,642.8,624123.50,68751.41,11.02,,642.8,624123.50,72122.80,11.56,,
644.2,628368.00,78724.60,12.53,,644.2,628368.00,69635.00,11.08,,644.2,628368.00,69123.90,11.00,,644.2,628368.00,72494.50,11.54,,
645.5,632615.40,79153.16,12.51,,645.5,632615.40,70024.26,11.07,,645.5,632615.40,69508.95,10.99,,645.5,632615.40,72895.46,11.52,,
646.9,637426.35,79598.22,12.49,,646.9,637426.35,70484.55,11.06,,646.9,637426.35,69973.65,10.98,,646.9,637426.35,73352.14,11.51,,
648.2,643590.50,80257.02,12.47,,648.2,643590.50,71086.97,11.05,,648.2,643590.50,70570.83,10.97,,648.2,643590.50,73971.61,11.49,,
649.6,651100.50,81032.40,12.45,,649.6,651100.50,71819.70,11.03,,649.6,651100.50,71296.95,10.95,,649.6,651100.50,74716.35,11.48,,
651.0,657430.80,81702.91,12.43,,651.0,657430.80,72410.48,11.01,,651.0,657430.80,71900.99,10.94,,651.0,657430.80,75338.13,11.46,,
652.3,662932.70,82221.01,12.40,,652.3,662932.70,72918.73,11.00,,652.3,662932.70,72396.69,10.92,,652.3,662932.70,75845.48,11.44,,
653.7,668792.00,82787.20,12.38,,653.7,668792.00,73450.13,10.98,,653.7,668792.00,72907.84,10.90,,653.7,668792.00,76381.72,11.42,,
655.0,675682.00,83477.73,12.35,,655.0,675682.00,74085.65,10.96,,655.0,675682.00,73573.52,10.89,,655.0,675682.00,77045.63,11.40,,
656.4,681643.50,84054.07,12.33,,656.4,681643.50,74614.77,10.95,,656.4,681643.50,74069.05,10.87,,656.4,681643.50,77579.30,11.38,,
657.7,686560.05,84480.30,12.30,,657.7,686560.05,75028.22,10.93,,657.7,686560.05,74498.18,10.85,,657.7,686560.05,78002.23,11.36,,
659.1,690492.80,84768.28,12.28,,659.1,690492.80,75313.06,10.91,,659.1,690492.80,74779.57,10.83,,659.1,690492.80,78286.97,11.34,,
660.4,692222.55,84801.94,12.25,,660.4,692222.55,75381.67,10.89,,660.4,692222.55,74875.88,10.82,,660.4,692222.55,78353.16,11.32,,
661.8,691566.05,84565.27,12.23,,661.8,691566.05,75179.61,10.87,,661.8,691566.05,74643.57,10.79,,661.8,691566.05,78129.48,11.30,,
