name= 20150911_001.sig,,,,,name= 20150911_002.sig,,,,,name= 20150911_003.sig,,,,,
instrument= HI: 9122002 (HR-1024i),,,,,instrument= HI: 9122002 (HR-1024i),,,,,instrument= HI: 9122002 (HR-1024i),,,,,
integration= 10.0  4.0  4.0  150.0  40.0  4.0,,,,,integration= 10.0  4.0  4.0  150.0  40.0  4.0,,,,,integration= 10.0  4.0  4.0  100.0  40.0  4.0,,,,,
scan method= Time-based  Time-based,,,,,scan method= Time-based  Time-based,,,,,scan method= Time-based  Time-based,,,,,
scan coadds= 500  740  740  33  116  740,,,,,scan coadds= 500  740  740  33  116  740,,,,,scan coadds= 500  740  740  50  116  740,,,,,
scan time= 5  5,,,,,scan time= 5  5,,,,,scan time= 5  5,,,,,
scan settings= AI  AI,,,,,scan settings= AI  AI,,,,,scan settings= AI  AI,,,,,
external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set1= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data set2= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,external data dark= 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,,,,,
external data mask= 0,,,,,external data mask= 0,,,,,external data mask= 0,,,,,
optic= FIBER1(2)  FIBER1(2),,,,,optic= FIBER1(2)  FIBER1(2),,,,,optic= FIBER1(2)  FIBER1(2),,,,,
temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,temp= 29.1  -4.7  -10.3  29.3  -4.7  -10.3,,,,,
battery= 7.46  7.46,,,,,battery= 7.46  7.44,,,,,battery= 7.46  7.46,,,,,
error= 6  3,,,,,error= 6  3,,,,,error= 6  2,,,,,
units= Radiance  Radiance,,,,,units= Radiance  Radiance,,,,,units= Radiance  Radiance,,,,,
time= 9/11/2015 10:31:56 AM  9/11/2015 10:33:11 AM,,,,,time= 9/11/2015 10:31:56 AM  9/11/2015 10:33:53 AM,,,,,time= 9/11/2015 10:31:56 AM  9/11/2015 10:34:13 AM,,,,,
longitude=                                   ,,,,,longitude=                                   ,,,,,longitude=                                   ,,,,,
latitude=                                   ,,,,,latitude=                                   ,,,,,latitude=                                   ,,,,,
gpstime=                                   ,,,,,gpstime=                                   ,,,,,gpstime=                                   ,,,,,
comm= ,,,,,comm= ,,,,,comm= ,,,,,
memory slot= 48  50,,,,,memory slot= 48  51,,,,,memory slot= 48  52,,,,,
factors= 1.015  1.042  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,factors= 1.015  1.035  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,factors= 1.015  1.038  1.000 [Overlap: Remove @ 990 1900  Matching Type: None],,,,,
,,,,,,,,,,,,,,,AVERAGE OF INPUT FILES: 20150911_001.sig:20150911_002.sig:20150911_003.sig
Wavlen,Refer,Target,Reflect,,Wavlen,Refer,Target,Reflect,,Wavlen,Refer,Target,Reflect,,Wavlen,Avg Refer,Avg Target,Avg Reflect,,
663.1,690576.30,84305.88,12.21,,663.1,690576.30,74958.64,10.85,,663.1,690576.30,74434.05,10.78,,663.1,690576.30,77899.52,11.28,,
664.5,689998.15,84082.11,12.19,,664.5,689998.15,74723.99,10.83,,664.5,689998.15,74227.88,10.76,,664.5,689998.15,77677.99,11.26,,
665.8,689311.20,83855.13,12.17,,665.8,689311.20,74529.51,10.81,,665.8,689311.20,74046.63,10.74,,665.8,689311.20,77477.09,11.24,,
667.2,689559.40,83735.79,12.14,,667.2,689559.40,74404.57,10.79,,667.2,689559.40,73901.74,10.72,,667.2,689559.40,77347.37,11.22,,
668.5,689875.50,83646.94,12.12,,668.5,689875.50,74339.63,10.78,,668.5,689875.50,73817.05,10.70,,668.5,689875.50,77267.87,11.20,,
669.8,691675.00,83750.47,12.11,,669.8,691675.00,74401.60,10.76,,669.8,691675.00,73861.40,10.68,,669.8,691675.00,77337.82,11.18,,
671.2,695092.80,84039.31,12.09,,671.2,695092.80,74664.48,10.74,,671.2,695092.80,74127.48,10.66,,671.2,695092.80,77610.42,11.17,,
672.5,698508.80,84339.20,12.07,,672.5,698508.80,74919.68,10.73,,672.5,698508.80,74363.52,10.65,,672.5,698508.80,77874.13,11.15,,
673.9,703201.00,84762.20,12.05,,673.9,703201.00,75333.37,10.71,,673.9,703201.00,74761.15,10.63,,673.9,703201.00,78285.57,11.13,,
675.2,708699.00,85293.20,12.04,,675.2,708699.00,75798.80,10.70,,675.2,708699.00,75216.90,10.61,,675.2,708699.00,78769.63,11.11,,
676.6,713731.20,85756.91,12.02,,676.6,713731.20,76267.09,10.69,,676.6,713731.20,75673.12,10.60,,676.6,713731.20,79232.37,11.10,,
677.9,718490.90,86201.52,12.00,,677.9,718490.90,76659.17,10.67,,677.9,718490.90,76071.07,10.59,,677.9,718490.90,79643.92,11.08,,
679.2,722928.30,86578.65,11.98,,679.2,722928.30,77077.62,10.66,,679.2,722928.30,76467.53,10.58,,679.2,722928.30,80041.27,11.07,,
680.6,726733.65,86931.50,11.96,,680.6,726733.65,77394.13,10.65,,680.6,726733.65,76787.21,10.57,,680.6,726733.65,80370.95,11.06,,
681.9,730524.80,87214.60,11.94,,681.9,730524.80,77750.40,10.64,,681.9,730524.80,77105.64,10.55,,681.9,730524.80,80690.21,11.05,,
683.3,733832.00,87505.15,11.92,,683.3,733832.00,78034.44,10.63,,683.3,733832.00,77413.82,10.55,,683.3,733832.00,80984.47,11.04,,
684.6,736508.00,87656.53,11.90,,684.6,736508.00,78272.53,10.63,,684.6,736508.00,77622.00,10.54,,684.6,736508.00,81183.69,11.02,,
685.9,738678.25,87826.58,11.89,,685.9,738678.25,78454.50,10.62,,685.9,738678.25,77817.65,10.53,,685.9,738678.25,81366.24,11.02,,
687.3,739637.70,87761.54,11.87,,687.3,739637.70,78525.61,10.62,,687.3,739637.70,77843.13,10.52,,687.3,739637.70,81376.76,11.00,,
688.6,739980.90,87710.36,11.85,,688.6,739980.90,78504.92,10.61,,688.6,739980.90,77831.46,10.52,,688.6,739980.90,81348.91,10.99,,
689.9,740360.00,87594.88,11.83,,689.9,740360.00,78520.21,10.61,,689.9,740360.00,77807.52,10.51,,689.9,740360.00,81307.54,10.98,,
691.3,739789.40,87417.49,11.82,,691.3,739789.40,78394.12,10.60,,691.3,739789.40,77709.80,10.50,,691.3,739789.40,81173.80,10.97,,
692.6,739126.75,87205.45,11.80,,692.6,739126.75,78297.27,10.59,,692.6,739126.75,77567.59,10.49,,692.6,739126.75,81023.44,10.96,,
693.9,738847.50,87044.90,11.78,,693.9,738847.50,78204.10,10.58,,693.9,738847.50,77490.30,10.49,,693.9,738847.50,80913.10,10.95,,
695.3,738297.55,86836.00,11.76,,695.3,738297.55,78101.32,10.58,,695.3,738297.55,77379.82,10.48,,695.3,738297.55,80772.38,10.94,,
696.6,737970.90,86671.27,11.74,,696.6,737970.90,78028.14,10.57,,696.6,737970.90,77282.97,10.47,,696.6,737970.90,80660.79,10.93,,
697.9,737937.50,86537.50,11.73,,697.9,737937.50,77958.33,10.56,,697.9,737937.50,77206.25,10.46,,697.9,737937.50,80567.36,10.92,,
699.2,738590.80,86486.68,11.71,,699.2,738590.80,77960.99,10.56,,699.2,738590.80,77214.06,10.45,,699.2,738590.80,80553.91,10.91,,
700.6,739339.30,86453.43,11.69,,700.6,739339.30,77989.95,10.55,,700.6,739339.30,77219.61,10.44,,700.6,739339.30,80554.33,10.90,,
701.9,741456.00,86567.04,11.68,,701.9,741456.00,78164.48,10.54,,701.9,741456.00,77392.32,10.44,,701.9,741456.00,80707.95,10.89,,
703.2,744248.80,86770.64,11.66,,703.2,744248.80,78407.25,10.54,,703.2,744248.80,77620.04,10.43,,703.2,744248.80,80932.64,10.87,,
704.6,747922.75,87064.49,11.64,,704.6,747922.75,78737.56,10.53,,704.6,747922.75,77944.90,10.42,,704.6,747922.75,81248.98,10.86,,
705.9,752673.60,87496.71,11.62,,705.9,752673.60,79173.57,10.52,,705.9,752673.60,78373.58,10.41,,705.9,752673.60,81681.29,10.85,,
707.2,758287.25,88019.72,11.61,,707.2,758287.25,79714.47,10.51,,707.2,758287.25,78911.83,10.41,,707.2,758287.25,82215.34,10.84,,
708.5,763742.10,88527.14,11.59,,708.5,763742.10,80228.84,10.50,,708.5,763742.10,79418.91,10.40,,708.5,763742.10,82724.96,10.83,,
709.8,770117.75,89139.03,11.57,,709.8,770117.75,80853.70,10.50,,709.8,770117.75,80011.23,10.39,,709.8,770117.75,83334.65,10.82,,
711.2,776204.00,89715.95,11.56,,711.2,776204.00,81435.64,10.49,,711.2,776204.00,80604.42,10.38,,711.2,776204.00,83918.67,10.81,,
712.5,782707.20,90348.65,11.54,,712.5,782707.20,82087.54,10.49,,712.5,782707.20,81226.26,10.38,,712.5,782707.20,84554.15,10.80,,
713.8,790125.00,91090.63,11.53,,713.8,790125.00,82795.07,10.48,,713.8,790125.00,81962.30,10.37,,713.8,790125.00,85282.67,10.79,,
715.1,797632.00,91834.97,11.51,,715.1,797632.00,83558.57,10.48,,715.1,797632.00,82667.20,10.36,,715.1,797632.00,86020.25,10.78,,
716.5,806246.60,92704.95,11.50,,716.5,806246.60,84379.18,10.47,,716.5,806246.60,83507.60,10.36,,716.5,806246.60,86863.91,10.77,,
717.8,816276.10,93699.62,11.48,,717.8,816276.10,85373.95,10.46,,717.8,816276.10,84471.22,10.35,,717.8,816276.10,87848.26,10.76,,
719.1,826970.20,94808.14,11.46,,719.1,826970.20,86430.87,10.45,,719.1,826970.20,85537.90,10.34,,719.1,826970.20,88925.64,10.75,,
720.4,838348.00,95979.73,11.45,,720.4,838348.00,87574.13,10.45,,720.4,838348.00,86640.88,10.33,,720.4,838348.00,90064.91,10.74,,
721.7,848191.30,96977.69,11.43,,721.7,848191.30,88518.45,10.44,,721.7,848191.30,87596.83,10.33,,721.7,848191.30,91030.99,10.73,,
723.0,855283.80,97645.66,11.42,,723.0,855283.80,89195.68,10.43,,723.0,855283.80,88249.56,10.32,,723.0,855283.80,91696.97,10.72,,
724.3,857301.15,97769.69,11.40,,724.3,857301.15,89336.50,10.42,,724.3,857301.15,88390.46,10.31,,724.3,857301.15,91832.22,10.71,,
725.7,857941.20,97719.96,11.39,,725.7,857941.20,89363.88,10.42,,725.7,857941.20,88398.18,10.30,,725.7,857941.20,91827.34,10.70,,
727.0,856598.40,97457.92,11.38,,727.0,856598.40,89165.44,10.41,,727.0,856598.40,88213.44,10.30,,727.0,856598.40,91612.27,10.69,,
728.3,856653.00,97347.24,11.36,,728.3,856653.00,89125.36,10.40,,728.3,856653.00,88146.78,10.29,,728.3,856653.00,91539.79,10.69,,
729.6,857860.85,97357.74,11.35,,729.6,857860.85,89173.97,10.39,,729.6,857860.85,88205.68,10.28,,729.6,857860.85,91579.13,10.68,,
730.9,859031.25,97345.42,11.33,,730.9,859031.25,89232.92,10.39,,730.9,859031.25,88247.50,10.27,,730.9,859031.25,91608.61,10.66,,
732.2,857873.90,97070.91,11.32,,732.2,857873.90,89023.39,10.38,,732.2,857873.90,88026.64,10.26,,732.2,857873.90,91373.65,10.65,,
733.5,854152.00,96494.29,11.30,,733.5,854152.00,88563.95,10.37,,733.5,854152.00,87568.64,10.25,,733.5,854152.00,90875.63,10.64,,
734.8,847544.40,95600.40,11.28,,734.8,847544.40,87789.12,10.36,,734.8,847544.40,86785.92,10.24,,734.8,847544.40,90058.48,10.63,,
736.1,841747.10,94831.68,11.27,,736.1,841747.10,87119.40,10.35,,736.1,841747.10,86149.15,10.23,,736.1,841747.10,89366.74,10.62,,
737.4,837340.90,94212.87,11.25,,737.4,837340.90,86612.68,10.34,,737.4,837340.90,85592.76,10.22,,737.4,837340.90,88806.10,10.61,,
738.7,837402.90,94119.78,11.24,,738.7,837402.90,86562.20,10.34,,738.7,837402.90,85554.38,10.22,,738.7,837402.90,88745.45,10.60,,
740.0,840752.20,94390.77,11.23,,740.0,840752.20,86869.38,10.33,,740.0,840752.20,85828.16,10.21,,740.0,840752.20,89029.44,10.59,,
741.3,847570.00,95057.97,11.22,,741.3,847570.00,87521.10,10.33,,741.3,847570.00,86492.75,10.20,,741.3,847570.00,89690.61,10.58,,
742.6,855554.40,95817.92,11.20,,742.6,855554.40,88293.84,10.32,,742.6,855554.40,87224.56,10.20,,742.6,855554.40,90445.44,10.57,,
743.9,863395.00,96572.67,11.19,,743.9,863395.00,89032.67,10.31,,743.9,863395.00,87971.00,10.19,,743.9,863395.00,91192.11,10.56,,
745.2,871823.85,97399.02,11.17,,745.2,871823.85,89843.17,10.31,,745.2,871823.85,88754.18,10.18,,745.2,871823.85,91998.79,10.55,,
746.5,879163.20,98074.50,11.16,,746.5,879163.20,90522.98,10.30,,746.5,879163.20,89429.66,10.17,,746.5,879163.20,92675.71,10.54,,
747.8,885625.00,98696.00,11.14,,747.8,885625.00,91125.67,10.29,,747.8,885625.00,90031.50,10.17,,747.8,885625.00,93284.39,10.53,,
749.1,892294.40,99279.91,11.13,,749.1,892294.40,91718.17,10.28,,749.1,892294.40,90597.59,10.15,,749.1,892294.40,93865.22,10.52,,
750.4,897352.60,99726.16,11.11,,750.4,897352.60,92173.13,10.27,,750.4,897352.60,91073.91,10.15,,750.4,897352.60,94324.40,10.51,,
751.7,902459.00,100149.50,11.10,,751.7,902459.00,92612.63,10.26,,751.7,902459.00,91490.40,10.14,,751.7,902459.00,94750.84,10.50,,
753.0,906955.50,100540.52,11.09,,753.0,906955.50,93009.95,10.26,,753.0,906955.50,91892.20,10.13,,753.0,906955.50,95147.56,10.49,,
754.3,911064.00,100848.00,11.07,,754.3,911064.00,93341.60,10.25,,754.3,911064.00,92202.00,10.12,,754.3,911064.00,95463.87,10.48,,
755.6,914873.70,101151.70,11.06,,755.6,914873.70,93668.64,10.24,,755.6,914873.70,92541.54,10.12,,755.6,914873.70,95787.29,10.47,,
756.9,918903.55,101459.07,11.04,,756.9,918903.55,94007.60,10.23,,756.9,918903.55,92843.45,10.10,,756.9,918903.55,96103.37,10.46,,
758.2,924454.05,101960.56,11.03,,758.2,924454.05,94493.48,10.22,,758.2,924454.05,93345.22,10.10,,758.2,924454.05,96599.75,10.45,,
759.5,929578.65,102381.51,11.01,,759.5,929578.65,94949.03,10.21,,759.5,929578.65,93783.20,10.09,,759.5,929578.65,97037.91,10.44,,
760.8,934820.25,102852.75,11.00,,760.8,934820.25,95418.05,10.21,,760.8,934820.25,94246.43,10.08,,760.8,934820.25,97505.74,10.43,,
762.0,939395.20,103209.17,10.99,,762.0,939395.20,95806.29,10.20,,762.0,939395.20,94613.76,10.07,,762.0,939395.20,97876.41,10.42,,
763.3,943173.00,103511.10,10.97,,763.3,943173.00,96114.48,10.19,,763.3,943173.00,94927.14,10.06,,763.3,943173.00,98184.24,10.41,,
764.6,945670.50,103634.55,10.96,,764.6,945670.50,96301.50,10.18,,764.6,945670.50,95076.23,10.05,,764.6,945670.50,98337.43,10.40,,
765.9,948515.50,103834.18,10.95,,765.9,948515.50,96518.82,10.18,,765.9,948515.50,95294.13,10.05,,765.9,948515.50,98549.04,10.39,,
767.2,950880.00,103941.18,10.93,,767.2,950880.00,96701.10,10.17,,767.2,950880.00,95434.68,10.04,,767.2,950880.00,98692.32,10.38,,
768.5,953708.80,104155.04,10.92,,768.5,953708.80,96882.44,10.16,,768.5,953708.80,95656.08,10.03,,768.5,953708.80,98897.85,10.37,,
769.7,956719.15,104327.50,10.90,,769.7,956719.15,97137.30,10.15,,769.7,956719.15,95858.99,10.02,,769.7,956719.15,99107.93,10.36,,
771.0,959633.85,104548.19,10.89,,771.0,959633.85,97346.16,10.14,,771.0,959633.85,96101.42,10.01,,771.0,959633.85,99331.92,10.35,,
772.3,962645.40,104734.02,10.88,,772.3,962645.40,97594.62,10.14,,772.3,962645.40,96315.89,10.01,,772.3,962645.40,99548.18,10.34,,
773.6,965745.30,104960.18,10.87,,773.6,965745.30,97802.12,10.13,,773.6,965745.30,96552.30,10.00,,773.6,965745.30,99771.53,10.33,,
774.9,968783.55,105149.28,10.85,,774.9,968783.55,98048.51,10.12,,774.9,968783.55,96781.05,9.99,,774.9,968783.55,99992.95,10.32,,
776.1,971875.55,105350.19,10.84,,776.1,971875.55,98259.26,10.11,,776.1,971875.55,96990.87,9.98,,776.1,971875.55,100200.11,10.31,,
777.4,974508.15,105516.29,10.83,,777.4,974508.15,98477.79,10.11,,777.4,974508.15,97167.95,9.97,,777.4,974508.15,100387.34,10.30,,
778.7,977767.70,105725.79,10.81,,778.7,977767.70,98706.95,10.10,,778.7,977767.70,97428.92,9.96,,778.7,977767.70,100620.55,10.29,,
780.0,980628.00,105929.72,10.80,,780.0,980628.00,98923.00,10.09,,780.0,980628.00,97609.24,9.95,,780.0,980628.00,100820.65,10.28,,
781.2,983371.20,106067.83,10.79,,781.2,983371.20,99096.48,10.08,,781.2,983371.20,97807.15,9.95,,781.2,983371.20,100990.49,10.27,,
782.5,985975.85,106247.70,10.78,,782.5,985975.85,99299.36,10.07,,782.5,985975.85,97981.20,9.94,,782.5,985975.85,101176.09,10.26,,
783.8,988929.00,106401.60,10.76,,783.8,988929.00,99484.20,10.06,,783.8,988929.00,98204.40,9.93,,783.8,988929.00,101363.40,10.25,,
785.0,991544.00,106567.20,10.75,,785.0,991544.00,99668.27,10.05,,785.0,991544.00,98350.80,9.92,,785.0,991544.00,101528.76,10.24,,
786.3,994274.60,106730.32,10.73,,786.3,994274.60,99837.17,10.04,,786.3,994274.60,98530.52,9.91,,786.3,994274.60,101699.34,10.23,,
787.6,996833.00,106889.19,10.72,,787.6,996833.00,99997.09,10.03,,787.6,996833.00,98699.92,9.90,,787.6,996833.00,101862.07,10.22,,
788.8,999575.85,107027.87,10.71,,788.8,999575.85,100159.11,10.02,,788.8,999575.85,98884.70,9.89,,788.8,999575.85,102023.89,10.21,,
790.1,1002782.55,107240.94,10.69,,790.1,1002782.55,100425.05,10.01,,790.1,1002782.55,99095.26,9.88,,790.1,1002782.55,102253.75,10.20,,
791.4,1005025.00,107339.17,10.68,,791.4,1005025.00,100543.33,10.00,,791.4,1005025.00,99251.25,9.88,,791.4,1005025.00,102377.92,10.19,,
792.7,1007809.40,107510.31,10.67,,792.7,1007809.40,100733.63,10.00,,792.7,1007809.40,99406.09,9.86,,792.7,1007809.40,102550.01,10.18,,
793.9,1010116.40,107610.30,10.65,,793.9,1010116.40,100867.80,9.99,,793.9,1010116.40,99564.25,9.86,,793.9,1010116.40,102680.78,10.17,,
795.2,1012867.20,107792.32,10.64,,795.2,1012867.20,101037.44,9.98,,795.2,1012867.20,99736.32,9.85,,795.2,1012867.20,102855.36,10.15,,
796.4,1014910.00,107861.17,10.63,,796.4,1014910.00,101145.67,9.97,,796.4,1014910.00,99835.25,9.84,,796.4,1014910.00,102947.36,10.14,,
797.7,1017803.25,108040.12,10.62,,797.7,1017803.25,101345.49,9.96,,797.7,1017803.25,100053.49,9.83,,797.7,1017803.25,103146.37,10.13,,
799.0,1020258.40,108159.89,10.60,,799.0,1020258.40,101489.55,9.95,,799.0,1020258.40,100169.44,9.82,,799.0,1020258.40,103272.96,10.12,,
800.2,1022367.95,108258.30,10.59,,800.2,1022367.95,101602.78,9.94,,800.2,1022367.95,100305.80,9.81,,800.2,1022367.95,103388.96,10.11,,
801.5,1024654.95,108352.29,10.57,,801.5,1024654.95,101730.87,9.93,,801.5,1024654.95,100408.55,9.80,,801.5,1024654.95,103497.24,10.10,,
802.7,1027000.80,108478.53,10.56,,802.7,1027000.80,101871.75,9.92,,802.7,1027000.80,100572.92,9.79,,802.7,1027000.80,103641.07,10.09,,
804.0,1029488.10,108595.28,10.55,,804.0,1029488.10,102013.34,9.91,,804.0,1029488.10,100677.44,9.78,,804.0,1029488.10,103762.02,10.08,,
805.2,1031355.00,108677.33,10.54,,805.2,1031355.00,102110.50,9.90,,805.2,1031355.00,100808.75,9.77,,805.2,1031355.00,103865.53,10.07,,
806.5,1033344.00,108756.27,10.52,,806.5,1033344.00,102225.07,9.89,,806.5,1033344.00,100859.20,9.76,,806.5,1033344.00,103946.85,10.06,,
807.8,1035656.60,108878.34,10.51,,807.8,1035656.60,102341.28,9.88,,807.8,1035656.60,101043.02,9.76,,807.8,1035656.60,104087.55,10.05,,
809.0,1037747.75,108950.12,10.50,,809.0,1037747.75,102478.26,9.88,,809.0,1037747.75,101117.46,9.74,,809.0,1037747.75,104181.95,10.04,,
810.2,1039867.50,109061.75,10.49,,810.2,1039867.50,102573.00,9.86,,810.2,1039867.50,101278.88,9.74,,810.2,1039867.50,104304.54,10.03,,
811.5,1041704.00,109150.86,10.48,,811.5,1041704.00,102706.42,9.86,,811.5,1041704.00,101334.41,9.73,,811.5,1041704.00,104397.23,10.02,,
812.8,1043952.00,109289.60,10.47,,812.8,1043952.00,102801.07,9.85,,812.8,1043952.00,101494.40,9.72,,812.8,1043952.00,104528.36,10.01,,
814.0,1045580.00,109308.57,10.45,,814.0,1045580.00,102906.29,9.84,,814.0,1045580.00,101512.18,9.71,,814.0,1045580.00,104575.68,10.00,,
815.2,1047615.80,109412.01,10.44,,815.2,1047615.80,102955.21,9.83,,815.2,1047615.80,101660.01,9.70,,815.2,1047615.80,104675.74,9.99,,
816.5,1049841.00,109504.20,10.43,,816.5,1049841.00,103162.80,9.83,,816.5,1049841.00,101731.50,9.69,,816.5,1049841.00,104799.50,9.98,,
817.7,1051563.30,109607.58,10.42,,817.7,1051563.30,103197.78,9.81,,817.7,1051563.30,101844.60,9.69,,817.7,1051563.30,104883.32,9.97,,
819.0,1053486.45,109676.39,10.41,,819.0,1053486.45,103335.46,9.81,,819.0,1053486.45,101900.92,9.67,,819.0,1053486.45,104970.92,9.96,,
820.2,1055146.40,109764.26,10.40,,820.2,1055146.40,103377.59,9.80,,820.2,1055146.40,102003.20,9.67,,820.2,1055146.40,105048.35,9.96,,
821.5,1057367.50,109828.72,10.39,,821.5,1057367.50,103541.67,9.79,,821.5,1057367.50,102096.23,9.66,,821.5,1057367.50,105155.54,9.95,,
822.7,1059240.00,109942.39,10.38,,822.7,1059240.00,103612.17,9.78,,822.7,1059240.00,102216.66,9.65,,822.7,1059240.00,105257.07,9.94,,
823.9,1061120.00,110003.20,10.37,,823.9,1061120.00,103731.20,9.78,,823.9,1061120.00,102246.40,9.64,,823.9,1061120.00,105326.93,9.93,,
825.2,1062562.55,110078.17,10.36,,825.2,1062562.55,103741.49,9.76,,825.2,1062562.55,102347.77,9.63,,825.2,1062562.55,105389.14,9.92,,
826.4,1064556.90,110121.12,10.34,,826.4,1064556.90,103871.43,9.76,,826.4,1064556.90,102368.34,9.62,,826.4,1064556.90,105453.63,9.91,,
827.7,1066252.20,110224.44,10.34,,827.7,1066252.20,103944.76,9.75,,827.7,1066252.20,102504.18,9.61,,827.7,1066252.20,105557.79,9.90,,
828.9,1068038.10,110242.08,10.32,,828.9,1068038.10,104035.98,9.74,,828.9,1068038.10,102536.55,9.60,,828.9,1068038.10,105604.87,9.89,,
830.1,1069664.30,110387.59,10.32,,830.1,1069664.30,104124.66,9.73,,830.1,1069664.30,102689.98,9.60,,830.1,1069664.30,105734.08,9.88,,
831.4,1071700.00,110413.33,10.30,,831.4,1071700.00,104234.67,9.73,,831.4,1071700.00,102732.00,9.59,,831.4,1071700.00,105793.33,9.87,,
832.6,1073139.20,110496.96,10.30,,832.6,1073139.20,104254.03,9.71,,832.6,1073139.20,102809.35,9.58,,832.6,1073139.20,105853.45,9.86,,
833.8,1074518.25,110466.65,10.28,,833.8,1074518.25,104321.60,9.71,,833.8,1074518.25,102792.55,9.57,,833.8,1074518.25,105860.27,9.85,,
835.0,1076261.05,110608.80,10.28,,835.0,1076261.05,104418.85,9.70,,835.0,1076261.05,102925.06,9.56,,835.0,1076261.05,105984.24,9.85,,
836.3,1078009.80,110605.51,10.26,,836.3,1078009.80,104481.13,9.69,,836.3,1078009.80,102910.40,9.55,,836.3,1078009.80,105999.01,9.83,,
837.5,1079180.90,110673.62,10.26,,837.5,1079180.90,104528.99,9.69,,837.5,1079180.90,103000.38,9.54,,837.5,1079180.90,106067.66,9.83,,
838.7,1080519.60,110651.25,10.24,,838.7,1080519.60,104543.68,9.68,,838.7,1080519.60,102965.72,9.53,,838.7,1080519.60,106053.55,9.82,,
840.0,1081813.50,110705.63,10.23,,840.0,1081813.50,104599.67,9.67,,840.0,1081813.50,103080.95,9.53,,840.0,1081813.50,106128.75,9.81,,
841.2,1082823.60,110670.40,10.22,,841.2,1082823.60,104621.40,9.66,,841.2,1082823.60,103043.40,9.52,,841.2,1082823.60,106111.73,9.80,,
842.4,1083378.45,110647.90,10.21,,842.4,1083378.45,104576.67,9.65,,842.4,1083378.45,103040.19,9.51,,842.4,1083378.45,106088.25,9.79,,
843.6,1084353.75,110628.45,10.20,,843.6,1084353.75,104585.31,9.64,,843.6,1084353.75,102977.06,9.50,,843.6,1084353.75,106063.61,9.78,,
844.9,1085042.00,110592.93,10.19,,844.9,1085042.00,104590.57,9.64,,844.9,1085042.00,102996.54,9.49,,844.9,1085042.00,106060.01,9.77,,
846.1,1085472.10,110530.72,10.18,,846.1,1085472.10,104546.75,9.63,,846.1,1085472.10,102880.83,9.48,,846.1,1085472.10,105986.10,9.76,,
847.3,1086099.30,110487.39,10.17,,847.3,1086099.30,104538.33,9.63,,847.3,1086099.30,102909.69,9.48,,847.3,1086099.30,105978.47,9.76,,
848.5,1086696.00,110424.00,10.16,,848.5,1086696.00,104507.20,9.62,,848.5,1086696.00,102821.60,9.46,,848.5,1086696.00,105917.60,9.75,,
849.7,1087346.85,110415.22,10.15,,849.7,1087346.85,104542.07,9.61,,849.7,1087346.85,102873.17,9.46,,849.7,1087346.85,105943.49,9.74,,
851.0,1088158.05,110401.56,10.15,,851.0,1088158.05,104459.40,9.60,,851.0,1088158.05,102838.28,9.45,,851.0,1088158.05,105899.75,9.73,,
852.2,1088943.75,110346.30,10.13,,852.2,1088943.75,104526.65,9.60,,852.2,1088943.75,102853.65,9.45,,852.2,1088943.75,105908.87,9.73,,
853.4,1090436.40,110401.08,10.12,,853.4,1090436.40,104522.88,9.59,,853.4,1090436.40,102880.62,9.43,,853.4,1090436.40,105934.86,9.71,,
854.6,1091240.30,110420.27,10.12,,854.6,1091240.30,104620.97,9.59,,854.6,1091240.30,102913.12,9.43,,854.6,1091240.30,105984.79,9.71,,
855.8,1092674.25,110456.40,10.11,,855.8,1092674.25,104617.35,9.57,,855.8,1092674.25,102955.28,9.42,,855.8,1092674.25,106009.68,9.70,,
857.0,1095011.05,110542.53,10.10,,857.0,1095011.05,104786.29,9.57,,857.0,1095011.05,103063.21,9.41,,857.0,1095011.05,106130.68,9.69,,
858.2,1096708.50,110662.33,10.09,,858.2,1096708.50,104841.37,9.56,,858.2,1096708.50,103184.63,9.41,,858.2,1096708.50,106229.44,9.69,,
