860,0.0043
860.25,0.0028
860.5,-0.0015
860.75,0.0042
861,0.0021
861.25,0.0027
861.5,0.0033
861.75,0.0028
862,0.003
862.25,0.0029
862.5,0.0027
862.75,0.0027
863,0.0026
863.25,0.0026
863.5,0.0026
863.75,0.0027
864,0.0029
864.25,0.0032
864.5,0.0036
864.75,0.0041
865,0.0047
865.25,0.0054
865.5,0.0062
865.75,0.007
866,0.0079
866.25,0.0087
866.5,0.0094
866.75,0.0101
867,0.0106
867.25,0.011
867.5,0.0113
867.75,0.0115
868,0.0115
868.25,0.0115
868.5,0.0115
868.75,0.0115
869,0.0115
869.25,0.0116
869.5,0.0117
869.75,0.0119
870,0.0121
870.25,0.0124
870.5,0.0127
870.75,0.013
871,0.0133
871.25,0.0136
871.5,0.014
871.75,0.0143
872,0.0147
872.25,0.0153
872.5,0.016
872.75,0.017
873,0.0183
873.25,0.02
873.5,0.0221
873.75,0.0246
874,0.0276
874.25,0.0311
874.5,0.0349
874.75,0.039
875,0.0433
875.25,0.0478
875.5,0.0523
875.75,0.0568
876,0.0612
876.25,0.0656
876.5,0.07
876.75,0.0744
877,0.079
877.25,0.0839
877.5,0.0892
877.75,0.0951
878,0.1017
878.25,0.1092
878.5,0.1175
878.75,0.1266
879,0.1363
879.25,0.1462
879.5,0.156
879.75,0.1651
880,0.1732
880.25,0.1803
880.5,0.1866
880.75,0.1931
881,0.2013
881.25,0.2136
881.5,0.2327
881.75,0.2616
882,0.3032
882.25,0.3597
882.5,0.432
882.75,0.5196
883,0.6204
883.25,0.7307
883.5,0.8459
883.75,0.961
884,1.0719
884.25,1.1761
884.5,1.2737
884.75,1.3674
885,1.463
885.25,1.5686
885.5,1.6935
885.75,1.8469
886,2.0368
886.25,2.2689
886.5,2.5459
886.75,2.8681
887,3.234
887.25,3.6416
887.5,4.0907
887.75,4.5847
888,5.1317
888.25,5.7459
888.5,6.4476
888.75,7.2617
889,8.2162
889.25,9.3396
889.5,10.6575
889.75,12.1898
890,13.9481
890.25,15.9332
890.5,18.1345
890.75,20.5294
891,23.0845
891.25,25.7572
891.5,28.4982
891.75,31.2548
892,33.9738
892.25,36.6046
892.5,39.1025
892.75,41.4304
893,43.5608
893.25,45.4762
893.5,47.1693
893.75,48.6419
894,49.9039
894.25,50.9711
894.5,51.8637
894.75,52.604
895,53.2146
895.25,53.7178
895.5,54.1336
895.75,54.4802
896,54.7731
896.25,55.0257
896.5,55.2489
896.75,55.4519
897,55.6422
897.25,55.8255
897.5,56.0061
897.75,56.1867
898,56.3685
898.25,56.551
898.5,56.7323
898.75,56.9094
899,57.0781
899.25,57.2342
899.5,57.3732
899.75,57.4913
900,57.586
900.25,57.6564
900.5,57.7034
900.75,57.7301
901,57.7415
901.25,57.744
901.5,57.7448
901.75,57.7509
902,57.768
902.25,57.7994
902.5,57.8447
902.75,57.8991
903,57.9524
903.25,57.9895
903.5,57.9897
903.75,57.9279
904,57.7755
904.25,57.5016
904.5,57.0748
904.75,56.4649
905,55.6446
905.25,54.5912
905.5,53.2882
905.75,51.7265
906,49.9057
906.25,47.8343
906.5,45.5303
906.75,43.0207
907,40.3406
907.25,37.5325
907.5,34.6436
907.75,31.7246
908,28.8265
908.25,25.9986
908.5,23.2854
908.75,20.7251
909,18.3473
909.25,16.1722
909.5,14.2102
909.75,12.4623
910,10.921
910.25,9.5722
910.5,8.3971
910.75,7.3745
911,6.4829
911.25,5.7019
911.5,5.0143
911.75,4.4063
912,3.868
912.25,3.3929
912.5,2.9772
912.75,2.6189
913,2.3166
913.25,2.0684
913.5,1.8712
913.75,1.72
914,1.6082
914.25,1.5274
914.5,1.468
914.75,1.4202
915,1.3746
915.25,1.3231
915.5,1.2596
915.75,1.1803
916,1.0842
916.25,0.9729
916.5,0.8502
916.75,0.7217
917,0.5937
917.25,0.4731
917.5,0.3658
917.75,0.2768
918,0.2092
918.25,0.1638
918.5,0.1396
918.75,0.1335
919,0.1408
919.25,0.1562
919.5,0.1737
919.75,0.1883
920,0.1957
920.25,0.1933
920.5,0.1802
920.75,0.1572
921,0.1266
921.25,0.0918
921.5,0.0565
921.75,0.0244
922,-0.0015
922.25,-0.0194
922.5,-0.0283
922.75,-0.0287
923,-0.0218
923.25,-0.0096
923.5,0.006
923.75,0.0232
924,0.041
924.25,0.0587
924.5,0.0767
924.75,0.0957
925,0.1163
925.25,0.1391
925.5,0.164
925.75,0.1899
926,0.2147
926.25,0.2353
926.5,0.2485
926.75,0.2506
927,0.2387
927.25,0.2111
927.5,0.1677
927.75,0.1103
928,0.0427
928.25,-0.03
928.5,-0.1016
928.75,-0.1656
929,-0.2164
929.25,-0.2497
929.5,-0.2633
929.75,-0.2572
930,-0.2338
930.25,-0.1971
930.5,-0.1527
930.75,-0.1063
931,-0.0632
931.25,-0.0275
931.5,-0.0016
931.75,0.0139
932,0.0205
932.25,0.021
932.5,0.019
932.75,0.0186
933,0.0231
933.25,0.0349
933.5,0.055
933.75,0.0831
934,0.1175
934.25,0.1552
934.5,0.1932
934.75,0.228
935,0.2567
935.25,0.2773
935.5,0.2888
935.75,0.2912
936,0.2859
936.25,0.2748
936.5,0.2604
936.75,0.2452
937,0.2316
937.25,0.2205
937.5,0.2123
937.75,0.2062
938,0.1976
938.25,0.1841
938.5,0.1585
938.75,0.1081
939,0.0402
939.25,-0.0798
939.5,-0.2475
939.75,-0.4298
940,-0.7888
