470,0.0099
470.1,0.013
470.2,0.0086
470.3,0.009
470.4,0.0087
470.5,0.0082
470.6,0.0086
470.7,0.0088
470.8,0.0092
470.9,0.0098
471,0.0104
471.1,0.011
471.2,0.0116
471.3,0.0122
471.4,0.0128
471.5,0.0133
471.6,0.0138
471.7,0.0143
471.8,0.0147
471.9,0.0151
472,0.0155
472.1,0.0159
472.2,0.0163
472.3,0.0167
472.4,0.0171
472.5,0.0175
472.6,0.0179
472.7,0.0183
472.8,0.0187
472.9,0.0191
473,0.0195
473.1,0.0199
473.2,0.0203
473.3,0.0207
473.4,0.0211
473.5,0.0215
473.6,0.0219
473.7,0.0223
473.8,0.0227
473.9,0.0231
474,0.0235
474.1,0.0239
474.2,0.0244
474.3,0.0249
474.4,0.0254
474.5,0.026
474.6,0.0265
474.7,0.0272
474.8,0.0278
474.9,0.0285
475,0.0293
475.1,0.03
475.2,0.0308
475.3,0.0317
475.4,0.0326
475.5,0.0335
475.6,0.0344
475.7,0.0354
475.8,0.0364
475.9,0.0375
476,0.0386
476.1,0.0398
476.2,0.041
476.3,0.0423
476.4,0.0436
476.5,0.045
476.6,0.0465
476.7,0.0481
476.8,0.0498
476.9,0.0516
477,0.0535
477.1,0.0555
477.2,0.0576
477.3,0.0598
477.4,0.0622
477.5,0.0647
477.6,0.0673
477.7,0.0701
477.8,0.073
477.9,0.0761
478,0.0794
478.1,0.0828
478.2,0.0864
478.3,0.0901
478.4,0.0941
478.5,0.0982
478.6,0.1025
478.7,0.1071
478.8,0.1119
478.9,0.1169
479,0.1221
479.1,0.1277
479.2,0.1335
479.3,0.1396
479.4,0.146
479.5,0.1527
479.6,0.1598
479.7,0.1674
479.8,0.1753
479.9,0.1837
480,0.1926
480.1,0.202
480.2,0.212
480.3,0.2226
480.4,0.2338
480.5,0.2458
480.6,0.2585
480.7,0.272
480.8,0.2864
480.9,0.3017
481,0.318
481.1,0.3354
481.2,0.354
481.3,0.3738
481.4,0.3949
481.5,0.4174
481.6,0.4415
481.7,0.4673
481.8,0.4949
481.9,0.5244
482,0.556
482.1,0.59
482.2,0.6264
482.3,0.6654
482.4,0.7074
482.5,0.7526
482.6,0.8012
482.7,0.8536
482.8,0.91
482.9,0.9708
483,1.0365
483.1,1.1075
483.2,1.1842
483.3,1.2672
483.4,1.357
483.5,1.4543
483.6,1.5597
483.7,1.6741
483.8,1.7982
483.9,1.9329
484,2.0794
484.1,2.2387
484.2,2.412
484.3,2.6009
484.4,2.807
484.5,3.0319
484.6,3.2778
484.7,3.5469
484.8,3.8418
484.9,4.1652
485,4.5203
485.1,4.9106
485.2,5.3396
485.3,5.8116
485.4,6.3307
485.5,6.9016
485.6,7.5288
485.7,8.2172
485.8,8.9715
485.9,9.7965
486,10.6966
486.1,11.6758
486.2,12.7376
486.3,13.8849
486.4,15.1196
486.5,16.4427
486.6,17.8538
486.7,19.3514
486.8,20.9326
486.9,22.5928
487,24.3261
487.1,26.125
487.2,27.9805
487.3,29.8822
487.4,31.8188
487.5,33.7776
487.6,35.7455
487.7,37.7087
487.8,39.6535
487.9,41.5659
488,43.4329
488.1,45.242
488.2,46.9816
488.3,48.6417
488.4,50.2136
488.5,51.6905
488.6,53.067
488.7,54.3399
488.8,55.5075
488.9,56.5699
489,57.5288
489.1,58.3874
489.2,59.1499
489.3,59.8219
489.4,60.4093
489.5,60.9189
489.6,61.3576
489.7,61.7326
489.8,62.0507
489.9,62.3185
490,62.5424
490.1,62.7279
490.2,62.88
490.3,63.0032
490.4,63.1011
490.5,63.1768
490.6,63.2324
490.7,63.2699
490.8,63.2905
490.9,63.2947
491,63.2831
491.1,63.2557
491.2,63.2122
491.3,63.1524
491.4,63.0759
491.5,62.9822
491.6,62.8711
491.7,62.7421
491.8,62.5952
491.9,62.4303
492,62.2478
492.1,62.048
492.2,61.8315
492.3,61.5993
492.4,61.3524
492.5,61.0921
492.6,60.8201
492.7,60.538
492.8,60.2478
492.9,59.9516
493,59.6517
493.1,59.3504
493.2,59.0503
493.3,58.754
493.4,58.4641
493.5,58.1833
493.6,57.9143
493.7,57.66
493.8,57.4228
493.9,57.2055
494,57.0106
494.1,56.8406
494.2,56.6976
494.3,56.5838
494.4,56.5009
494.5,56.4504
494.6,56.4333
494.7,56.4501
494.8,56.5006
494.9,56.5842
495,56.699
495.1,56.8424
495.2,57.0107
495.3,57.1989
495.4,57.4008
495.5,57.6091
495.6,57.8149
495.7,58.0083
495.8,58.1781
495.9,58.3121
496,58.3973
496.1,58.4201
496.2,58.3667
496.3,58.2234
496.4,57.977
496.5,57.615
496.6,57.1266
496.7,56.5023
496.8,55.7348
496.9,54.8192
497,53.7533
497.1,52.5374
497.2,51.1752
497.3,49.6729
497.4,48.0396
497.5,46.2873
497.6,44.4299
497.7,42.4836
497.8,40.4662
497.9,38.3963
498,36.2935
498.1,34.1771
498.2,32.0662
498.3,29.9792
498.4,27.9329
498.5,25.9427
498.6,24.0221
498.7,22.1823
498.8,20.4324
498.9,18.7794
499,17.2277
499.1,15.7801
499.2,14.4369
499.3,13.197
499.4,12.0579
499.5,11.0155
499.6,10.065
499.7,9.2009
499.8,8.4171
499.9,7.7074
500,7.0654
500.1,6.485
500.2,5.9603
500.3,5.4856
500.4,5.0557
500.5,4.6659
500.6,4.312
500.7,3.9899
500.8,3.6964
500.9,3.4283
501,3.1831
501.1,2.9584
501.2,2.7522
501.3,2.5627
501.4,2.3883
501.5,2.2276
501.6,2.0794
501.7,1.9427
501.8,1.8163
501.9,1.6995
502,1.5914
502.1,1.4913
502.2,1.3985
502.3,1.3126
502.4,1.2328
502.5,1.1587
502.6,1.0898
502.7,1.0258
502.8,0.9662
502.9,0.9107
503,0.859
503.1,0.8108
503.2,0.7658
503.3,0.7237
503.4,0.6844
503.5,0.6477
503.6,0.6133
503.7,0.581
503.8,0.5509
503.9,0.5226
504,0.496
504.1,0.4711
504.2,0.4477
504.3,0.4257
504.4,0.405
504.5,0.3855
504.6,0.3671
504.7,0.3498
504.8,0.3334
504.9,0.318
505,0.3034
505.1,0.2897
505.2,0.2766
505.3,0.2643
505.4,0.2526
505.5,0.2416
505.6,0.2311
505.7,0.2212
505.8,0.2117
505.9,0.2028
506,0.1944
506.1,0.1863
506.2,0.1787
506.3,0.1715
506.4,0.1646
506.5,0.1581
506.6,0.1519
506.7,0.1459
506.8,0.1403
506.9,0.1349
507,0.1297
507.1,0.1247
507.2,0.12
507.3,0.1154
507.4,0.1111
507.5,0.1069
507.6,0.1029
507.7,0.099
507.8,0.0953
507.9,0.0918
508,0.0884
508.1,0.0852
508.2,0.0821
508.3,0.0791
508.4,0.0763
508.5,0.0736
508.6,0.071
508.7,0.0685
508.8,0.0662
508.9,0.0639
509,0.0618
509.1,0.0598
509.2,0.0578
509.3,0.0562
509.4,0.0543
509.5,0.0529
509.6,0.0522
509.7,0.0491
509.8,0.0509
509.9,0.0492
510,0.0422
