TTC03132_16.tif,42.83405400,-77.70397683,252.1
TTC03133_16.tif,42.83405217,-77.70397683,252.1
TTC03134_16.tif,42.83405250,-77.70397600,252.3
TTC03135_16.tif,42.83405217,-77.70397617,252.3
TTC03136_16.tif,42.83405150,-77.70397583,252.6
TTC03137_16.tif,42.83404733,-77.70397467,252.7
TTC03138_16.tif,42.83404400,-77.70397383,252.6
TTC03139_16.tif,42.83404200,-77.70396917,252.8
TTC03140_16.tif,42.83404217,-77.70396867,252.8
TTC03141_16.tif,42.83404450,-77.70396967,253.0
TTC03142_16.tif,42.83404567,-77.70396650,254.0
TTC03143_16.tif,42.83404533,-77.70396633,254.6
TTC03144_16.tif,42.83404567,-77.70396467,254.7
TTC03145_16.tif,42.83404600,-77.70396333,254.6
TTC03146_16.tif,42.83402683,-77.70399383,259.2
TTC03147_16.tif,42.83400517,-77.70403217,263.2
TTC03148_16.tif,42.83398650,-77.70407417,267.4
TTC03149_16.tif,42.83395983,-77.70413683,273.5
TTC03150_16.tif,42.83393967,-77.70417950,277.9
TTC03151_16.tif,42.83391850,-77.70422183,282.3
TTC03152_16.tif,42.83388817,-77.70428567,288.7
TTC03153_16.tif,42.83386767,-77.70432700,290.0
TTC03154_16.tif,42.83384917,-77.70436883,292.4
TTC03155_16.tif,42.83381967,-77.70443217,298.0
TTC03156_16.tif,42.83379950,-77.70447300,302.0
TTC03157_16.tif,42.83378167,-77.70451083,306.0
TTC03158_16.tif,42.83377383,-77.70454083,311.4
TTC03159_16.tif,42.83377133,-77.70454567,313.7
TTC03160_16.tif,42.83376717,-77.70454750,315.3
TTC03161_16.tif,42.83376567,-77.70454550,316.2
TTC03162_16.tif,42.83376283,-77.70454100,316.7
TTC03163_16.tif,42.83374900,-77.70443983,316.5
TTC03164_16.tif,42.83374583,-77.70435467,317.4
TTC03165_16.tif,42.83373383,-77.70428867,316.9
TTC03166_16.tif,42.83371200,-77.70422100,316.7
TTC03167_16.tif,42.83369500,-77.70417850,317.1
TTC03168_16.tif,42.83368150,-77.70415767,317.5
TTC03169_16.tif,42.83367583,-77.70415000,317.8
TTC03170_16.tif,42.83367917,-77.70414867,318.0
TTC03171_16.tif,42.83367817,-77.70414517,318.4
TTC03172_16.tif,42.83367033,-77.70414567,318.8
TTC03173_16.tif,42.83366967,-77.70414767,318.7
TTC03174_16.tif,42.83366833,-77.70414733,318.5
TTC03175_16.tif,42.83366717,-77.70414617,318.4
TTC03176_16.tif,42.83366767,-77.70414717,318.1
TTC03177_16.tif,42.83366583,-77.70414800,318.4
TTC03178_16.tif,42.83359567,-77.70415100,318.2
TTC03179_16.tif,42.83353367,-77.70417767,318.0
TTC03180_16.tif,42.83347833,-77.70421550,318.3
TTC03181_16.tif,42.83341500,-77.70426350,318.6
TTC03182_16.tif,42.83337267,-77.70427783,318.8
TTC03183_16.tif,42.83332967,-77.70428200,318.7
TTC03184_16.tif,42.83326150,-77.70429250,318.6
TTC03185_16.tif,42.83321600,-77.70430417,318.2
TTC03186_16.tif,42.83317217,-77.70431667,318.0
TTC03187_16.tif,42.83310800,-77.70433550,317.8
TTC03188_16.tif,42.83306617,-77.70434650,317.7
TTC03189_16.tif,42.83302550,-77.70435700,317.7
TTC03190_16.tif,42.83296500,-77.70437450,317.9
TTC03191_16.tif,42.83292483,-77.70438767,318.2
TTC03192_16.tif,42.83288367,-77.70440167,318.4
TTC03193_16.tif,42.83282317,-77.70442450,318.5
TTC03194_16.tif,42.83278400,-77.70443883,318.1
TTC03195_16.tif,42.83274400,-77.70445050,318.1
TTC03196_16.tif,42.83268267,-77.70446867,318.2
TTC03197_16.tif,42.83264300,-77.70448283,318.2
TTC03198_16.tif,42.83260333,-77.70449667,318.2
TTC03199_16.tif,42.83254283,-77.70451850,318.1
TTC03200_16.tif,42.83250350,-77.70453100,318.1
TTC03201_16.tif,42.83246233,-77.70454333,318.1
TTC03202_16.tif,42.83239983,-77.70456567,318.0
TTC03203_16.tif,42.83235900,-77.70458033,318.0
TTC03204_16.tif,42.83231867,-77.70459500,318.0
TTC03205_16.tif,42.83225583,-77.70461483,318.0
TTC03206_16.tif,42.83221483,-77.70462800,318.0
TTC03207_16.tif,42.83217350,-77.70464150,317.8
TTC03208_16.tif,42.83211100,-77.70466267,317.8
TTC03209_16.tif,42.83207133,-77.70467650,317.7
TTC03210_16.tif,42.83203167,-77.70468867,317.7
TTC03211_16.tif,42.83196800,-77.70471000,317.7
TTC03212_16.tif,42.83192550,-77.70472433,317.7
TTC03213_16.tif,42.83188200,-77.70474000,317.7
TTC03214_16.tif,42.83181750,-77.70476333,317.4
TTC03215_16.tif,42.83178400,-77.70477750,317.5
TTC03216_16.tif,42.83175117,-77.70478767,317.6
TTC03217_16.tif,42.83169983,-77.70479950,317.6
TTC03218_16.tif,42.83166467,-77.70480950,317.6
TTC03219_16.tif,42.83163650,-77.70482150,317.5
TTC03220_16.tif,42.83162217,-77.70483167,317.3
TTC03221_16.tif,42.83161983,-77.70483050,317.1
TTC03222_16.tif,42.83161933,-77.70482800,317.2
TTC03223_16.tif,42.83161950,-77.70482733,317.2
TTC03224_16.tif,42.83161800,-77.70482767,317.1
TTC03225_16.tif,42.83161917,-77.70482900,317.0
TTC03226_16.tif,42.83161983,-77.70482867,317.0
TTC03227_16.tif,42.83161917,-77.70482733,317.0
TTC03228_16.tif,42.83162183,-77.70479867,316.5
TTC03229_16.tif,42.83162500,-77.70469933,316.0
TTC03230_16.tif,42.83161783,-77.70463800,316.2
TTC03231_16.tif,42.83160317,-77.70458533,316.7
TTC03232_16.tif,42.83158167,-77.70451550,317.1
TTC03233_16.tif,42.83156533,-77.70447317,317.2
TTC03234_16.tif,42.83154783,-77.70444650,317.2
TTC03235_16.tif,42.83153700,-77.70443450,317.3
TTC03236_16.tif,42.83153717,-77.70443100,317.8
TTC03237_16.tif,42.83157100,-77.70443567,317.0
TTC03238_16.tif,42.83165550,-77.70443300,315.7
TTC03239_16.tif,42.83170883,-77.70441317,315.4
TTC03240_16.tif,42.83175417,-77.70438683,315.1
TTC03241_16.tif,42.83181683,-77.70434800,314.7
TTC03242_16.tif,42.83185950,-77.70432450,314.2
TTC03243_16.tif,42.83190017,-77.70430050,313.5
TTC03244_16.tif,42.83196350,-77.70426700,313.4
TTC03245_16.tif,42.83200933,-77.70424717,313.3
TTC03246_16.tif,42.83205117,-77.70422967,313.0
TTC03247_16.tif,42.83211833,-77.70420800,312.9
TTC03248_16.tif,42.83216383,-77.70419483,312.7
TTC03249_16.tif,42.83220833,-77.70418000,312.6
TTC03250_16.tif,42.83227400,-77.70415817,312.5
TTC03251_16.tif,42.83231750,-77.70414333,312.4
TTC03252_16.tif,42.83235983,-77.70413267,312.2
TTC03253_16.tif,42.83242367,-77.70411500,312.1
TTC03254_16.tif,42.83246267,-77.70410150,312.0
TTC03255_16.tif,42.83250217,-77.70409033,311.9
TTC03256_16.tif,42.83256083,-77.70407467,311.6
TTC03257_16.tif,42.83260317,-77.70406200,311.4
TTC03258_16.tif,42.83264417,-77.70405000,311.2
TTC03259_16.tif,42.83270850,-77.70402950,311.0
TTC03260_16.tif,42.83274783,-77.70401600,311.0
TTC03261_16.tif,42.83278783,-77.70400367,310.6
TTC03262_16.tif,42.83285100,-77.70398350,310.4
TTC03263_16.tif,42.83289267,-77.70397167,310.3
TTC03264_16.tif,42.83295617,-77.70395150,309.9
TTC03265_16.tif,42.83299867,-77.70393850,309.6
TTC03266_16.tif,42.83303917,-77.70392267,309.8
TTC03267_16.tif,42.83310267,-77.70390083,309.9
TTC03268_16.tif,42.83314683,-77.70388750,309.4
TTC03269_16.tif,42.83318983,-77.70387383,309.2
TTC03270_16.tif,42.83325317,-77.70385267,309.3
TTC03271_16.tif,42.83329583,-77.70383917,309.4
TTC03272_16.tif,42.83333950,-77.70382450,309.5
TTC03273_16.tif,42.83340567,-77.70380433,309.6
TTC03274_16.tif,42.83344467,-77.70379233,309.9
TTC03275_16.tif,42.83347983,-77.70378117,310.0
TTC03276_16.tif,42.83352950,-77.70376100,310.3
TTC03277_16.tif,42.83356333,-77.70374867,310.3
TTC03278_16.tif,42.83359367,-77.70373750,310.3
TTC03279_16.tif,42.83361667,-77.70372833,310.2
TTC03280_16.tif,42.83362133,-77.70372767,310.3
TTC03281_16.tif,42.83362250,-77.70372950,310.5
TTC03282_16.tif,42.83362600,-77.70373167,310.5
TTC03283_16.tif,42.83362717,-77.70373117,310.5
TTC03284_16.tif,42.83362683,-77.70373033,310.3
TTC03285_16.tif,42.83362650,-77.70373150,310.3
TTC03286_16.tif,42.83362600,-77.70373267,310.2
TTC03287_16.tif,42.83362433,-77.70373433,310.1
TTC03288_16.tif,42.83362683,-77.70373467,309.9
TTC03289_16.tif,42.83362950,-77.70373567,309.9
TTC03290_16.tif,42.83362817,-77.70373450,310.1
TTC03291_16.tif,42.83362567,-77.70373550,310.3
TTC03292_16.tif,42.83362467,-77.70373550,310.5
TTC03293_16.tif,42.83363950,-77.70374350,310.8
TTC03294_16.tif,42.83369750,-77.70378350,310.5
TTC03295_16.tif,42.83373683,-77.70380717,310.2
TTC03296_16.tif,42.83377700,-77.70382917,310.1
TTC03297_16.tif,42.83383850,-77.70385750,310.0
TTC03298_16.tif,42.83388233,-77.70387917,309.8
TTC03299_16.tif,42.83392483,-77.70389600,309.8
TTC03300_16.tif,42.83398750,-77.70392383,310.1
TTC03301_16.tif,42.83402100,-77.70393917,310.3
TTC03302_16.tif,42.83405517,-77.70395517,310.4
TTC03303_16.tif,42.83410550,-77.70397467,310.6
TTC03304_16.tif,42.83413833,-77.70398867,310.7
TTC03305_16.tif,42.83415983,-77.70399650,310.8
TTC03306_16.tif,42.83416217,-77.70399383,311.3
TTC03307_16.tif,42.83415750,-77.70399033,311.6
TTC03308_16.tif,42.83415583,-77.70398750,311.7
TTC03309_16.tif,42.83415500,-77.70398667,311.4
TTC03310_16.tif,42.83415650,-77.70398667,311.1
TTC03311_16.tif,42.83415683,-77.70398400,311.0
TTC03312_16.tif,42.83415633,-77.70398233,311.3
