530,0.0047
530.2,0.0086
530.4,0.0092
530.6,0.0075
530.8,0.0092
531,0.0093
531.2,0.0099
531.4,0.0108
531.6,0.0114
531.8,0.0123
532,0.0131
532.2,0.0139
532.4,0.0149
532.6,0.0159
532.8,0.0171
533,0.0185
533.2,0.02
533.4,0.0216
533.6,0.0233
533.8,0.0251
534,0.027
534.2,0.0289
534.4,0.0309
534.6,0.033
534.8,0.0353
535,0.0378
535.2,0.0406
535.4,0.0436
535.6,0.047
535.8,0.0506
536,0.0546
536.2,0.059
536.4,0.0639
536.6,0.0692
536.8,0.0751
537,0.0817
537.2,0.0891
537.4,0.0973
537.6,0.1064
537.8,0.1164
538,0.1275
538.2,0.1397
538.4,0.1532
538.6,0.1681
538.8,0.1846
539,0.203
539.2,0.2235
539.4,0.2464
539.6,0.2722
539.8,0.3012
540,0.334
540.2,0.3709
540.4,0.4128
540.6,0.4601
540.8,0.5138
541,0.5749
541.2,0.6444
541.4,0.7238
541.6,0.8146
541.8,0.9187
542,1.0387
542.2,1.1773
542.4,1.3381
542.6,1.5251
542.8,1.7432
543,1.9982
543.2,2.2969
543.4,2.6473
543.6,3.0592
543.8,3.5446
544,4.1178
544.2,4.7965
544.4,5.6011
544.6,6.5557
544.8,7.6867
545,9.0222
545.2,10.5897
545.4,12.4136
545.6,14.5117
545.8,16.8912
546,19.5449
546.2,22.4487
546.4,25.56
546.6,28.8186
546.8,32.1492
547,35.4672
547.2,38.6843
547.4,41.7167
547.6,44.4913
547.8,46.9516
548,49.0615
548.2,50.8067
548.4,52.1936
548.6,53.2464
548.8,54.003
549,54.5094
549.2,54.815
549.4,54.9678
549.6,55.0109
549.8,54.9806
550,54.905
550.2,54.8046
550.4,54.6931
550.6,54.5788
550.8,54.4664
551,54.3577
551.2,54.2533
551.4,54.1526
551.6,54.0545
551.8,53.9576
552,53.8598
552.2,53.7588
552.4,53.6516
552.6,53.5343
552.8,53.401
553,53.2434
553.2,53.0494
553.4,52.8022
553.6,52.48
553.8,52.0558
554,51.4981
554.2,50.7727
554.4,49.8451
554.6,48.6838
554.8,47.2637
555,45.5696
555.2,43.599
555.4,41.3644
555.6,38.8934
555.8,36.2279
556,33.4215
556.2,30.5359
556.4,27.6356
556.6,24.7836
556.8,22.0372
557,19.444
557.2,17.04
557.4,14.8489
557.6,12.8822
557.8,11.1404
558,9.6156
558.2,8.2929
558.4,7.1537
558.6,6.1772
558.8,5.3423
559,4.6291
559.2,4.0195
559.4,3.4978
559.6,3.0506
559.8,2.6664
560,2.336
560.2,2.0512
560.4,1.8054
560.6,1.5929
560.8,1.409
561,1.2493
561.2,1.1105
561.4,0.9894
561.6,0.8834
561.8,0.7905
562,0.7086
562.2,0.6363
562.4,0.5722
562.6,0.5153
562.8,0.4648
563,0.4199
563.2,0.38
563.4,0.3446
563.6,0.3133
563.8,0.2854
564,0.2606
564.2,0.2384
564.4,0.2184
564.6,0.2003
564.8,0.1838
565,0.1687
565.2,0.155
565.4,0.1424
565.6,0.131
565.8,0.1206
566,0.111
566.2,0.1023
566.4,0.0943
566.6,0.087
566.8,0.0803
567,0.0744
567.2,0.069
567.4,0.0644
567.6,0.0602
567.8,0.0565
568,0.0531
568.2,0.0498
568.4,0.0464
568.6,0.0433
568.8,0.0397
569,0.0366
569.2,0.0346
569.4,0.0308
569.6,0.0326
569.8,0.0326
570,0.0289
